Comment;Sentimento;texto_limpo;y;User Verified;Thumbnail;Comment ID;Profile URL;Comment URL;Comment_limpo;Predicao;Unnamed: 0;Unnamed: 1;Name;Username;Profile ID;Date;Likes;Classe;Validado
Comprei uma tv dessa marca, no dia 16 de junho, para o quarto porque meu esposo iai fazer uma cirurgia para ele se divertir um pouco. Com apenas 9 dias a tv queimou a placa. Procurei o hiper bom preço para tentar receber uma nova. Sabe o que o gerente de vendas me disse. Problema seu. Lebre pra autorizada, pois a senhora Começou Comprando Errado. (CCE) Procurei a autorizada eles receberM a tv e deram-me 30 dias para o concerto. Completado o tempo voltei lá, sabe o que funcionaria me disse: bote na justiça, nós vamos fazer o mesmo, eles não pagaram os serviços que fizemos. NÃO RECOMENDO PRA NINGUÉM , Luiza Rego, Parnamirim RN;;comprei uma tv dessa marca no dia 16 de junho para o quarto porque meu esposo iai fazer uma cirurgia para ele se divertir um pouco com apenas 9 dias a tv queimou a placa procurei o hiper bom preço para tentar receber uma nova sabe o que o gerente de vendas me disse problema seu lebre pra autorizada pois a senhora começou comprando errado cce procurei a autorizada eles receberm a tv e deramme 30 dias para o concerto completado o tempo voltei lá sabe o que funcionaria me disse bote na justiça nós vamos fazer o mesmo eles não pagaram os serviços que fizemos não recomendo pra ninguém  luiza rego parnamirim rn;-1;;;;;;;;;;;;;;;Negativo;
Seria um otimo celular se nao fosse da motorola, é um crime vender esse celular pois a decepção que eu tive foi tremenda, paguei 500,00 reais e me senti lesado pela motorola. é um celular android mas trava constantemente a resposta aos comandos é lenta.é uma pena pois sempre gostei de celulares slide e esse pelo design é perfeito pra mim mais engana na hora da compra,comprei o E5 da nokia que não é android mais é muito mais celular! O que gostei: Design,o gps ate que é bom, o tamanho da tela e android. O que não gostei: Bateria dura muito pouco(pouco mesmo), trava constantemente com a tela ficando preta e tendo que esperar ou desligar pela bateria.camera 3.2 fraquinha,muito lento depois que começar a encher um pouco a memoria dele com programas, e muito pesado parece um tijolo embora isso nao seja muito relevante mas se cair no chao......;;seria um otimo celular se nao fosse da motorola é um crime vender esse celular pois a decepção que eu tive foi tremenda paguei 500 reais e me senti lesado pela motorola é um celular android mas trava constantemente a resposta aos comandos é lentaé uma pena pois sempre gostei de celulares slide e esse pelo design é perfeito pra mim mais engana na hora da compracomprei o e5 da nokia que não é android mais é muito mais celular o que gostei designo gps ate que é bom o tamanho da tela e android o que não gostei bateria dura muito poucopouco mesmo trava constantemente com a tela ficando preta e tendo que esperar ou desligar pela bateriacamera 32 fraquinhamuito lento depois que começar a encher um pouco a memoria dele com programas e muito pesado parece um tijolo embora isso nao seja muito relevante mas se cair no chao;-1;;;;;;;;;;;;;;;Negativo;
AQUECEDOR QUE NAO AQUECE!! CONFIAVA NA MARCA, NAO COMPRO MAIS!! O que gostei: ACABAMENTO É BONITO O que não gostei: Aquecedor que não aquece!!Estou com os pés gelados e tremendo de frio aqui no apto de sala com 15m². Comprei as 18h hoje, instalei as 19h, é 24h agora e a temperatura do ambiente totalmente fechado subiu apenas 1grau em 05 horas gastou 7500w nesse periodo para variar apenas 01 grau!! Vou trocar amanha mesmo, comprei da Arno porque confiava na marca mas depois desta não compro mais!! Uma decepção!! No manual não há mençao nenhuma do desempenho que o produto oferece, certamente porque sabem que é irrisório.Um grande conselho, NAO COMPREM!!;;aquecedor que nao aquece confiava na marca nao compro mais o que gostei acabamento é bonito o que não gostei aquecedor que não aqueceestou com os pés gelados e tremendo de frio aqui no apto de sala com 15m² comprei as 18h hoje instalei as 19h é 24h agora e a temperatura do ambiente totalmente fechado subiu apenas 1grau em 05 horas gastou 7500w nesse periodo para variar apenas 01 grau vou trocar amanha mesmo comprei da arno porque confiava na marca mas depois desta não compro mais uma decepção no manual não há mençao nenhuma do desempenho que o produto oferece certamente porque sabem que é irrisórioum grande conselho nao comprem;-1;;;;;;;;;;;;;;;Negativo;
Para usar no quarto das crianças, vitrine de loja, escritório... vale à pena. Para quarto de casal, o tamanho é bom mas o som é fraco: abafado ou estridente demais. Paguei menos de 500,00, por isso valeu à pena. O que gostei: Preço. Grava TV Digital aberta. Qualidade de imagem: nota 7. O que não gostei: Péssimo som (parece um rádio relógio). Acabamento deixa a desejar, pois a TV ficou leve demais e inclina quando conectados os cabos. Ligando HDMI e deixando aparelhos (DVD) em stand-bye, a TV fica com um zumbido/chiado. Às vezes, as funções da TV travam, que nem via controle ou painel se consegue ajustar volume, trocar de canal ou desligá-la (Só se retirar o plug da tomada).;;para usar no quarto das crianças vitrine de loja escritório vale à pena para quarto de casal o tamanho é bom mas o som é fraco abafado ou estridente demais paguei menos de 500 por isso valeu à pena o que gostei preço grava tv digital aberta qualidade de imagem nota 7 o que não gostei péssimo som parece um rádio relógio acabamento deixa a desejar pois a tv ficou leve demais e inclina quando conectados os cabos ligando hdmi e deixando aparelhos dvd em standbye a tv fica com um zumbidochiado às vezes as funções da tv travam que nem via controle ou painel se consegue ajustar volume trocar de canal ou desligála só se retirar o plug da tomada;-1;;;;;;;;;;;;;;;Negativo;
Tenho esta TV há 1 ano e 3 meses e, como já escrevi anteriormente em avaliação que fiz para o Buscapé, ela apresentou problema com pouco mais de 3 meses de uso (uma lista horizontal na parte anterior da tela). Foi para a Assistência Técnica e ficou lá por 3 semanas. Eles trocaram a tela e ajustaram a imagem, que ficou muito melhor do que era (não era boa antes). Passado menos de 1 ano, novo problema. Uso as 4 entradas HDMI e, de repente, a TV só funciona no HDMI se eu desconectar as entradas que não estou vendoo no momento e conectar apenas o cabo do aparelho que está sendo visto. Não é possível ter os 4 cabos HDMI conectados ao mesmo tempo, pois os que não estão sendo usados interferem no que está em uso. Isso me obriga a, cada vez que quero assistir a alguma coisa, conectar apenas o cabo HDMI daquilo que quero ver. Enfim, parece que terei que recorrer à garantia estendida. Ô TV para dar problemas essa Sony! Volto a avaliar a TV, agora com quase 1 ano e 9 meses de uso. Voltou a dar defeito. Agora, de vez em quando, a imagem fica esverdeada em tudo o que tem fundo escuro. Vai para a assistência técnica pela 3ª vez. Ah, se eu não tivesse a garantia estendida. Não comprem esta bomba. O que gostei: Imagem e recursos. O que não gostei: Dá muitos problemas.;;tenho esta tv há 1 ano e 3 meses e como já escrevi anteriormente em avaliação que fiz para o buscapé ela apresentou problema com pouco mais de 3 meses de uso uma lista horizontal na parte anterior da tela foi para a assistência técnica e ficou lá por 3 semanas eles trocaram a tela e ajustaram a imagem que ficou muito melhor do que era não era boa antes passado menos de 1 ano novo problema uso as 4 entradas hdmi e de repente a tv só funciona no hdmi se eu desconectar as entradas que não estou vendoo no momento e conectar apenas o cabo do aparelho que está sendo visto não é possível ter os 4 cabos hdmi conectados ao mesmo tempo pois os que não estão sendo usados interferem no que está em uso isso me obriga a cada vez que quero assistir a alguma coisa conectar apenas o cabo hdmi daquilo que quero ver enfim parece que terei que recorrer à garantia estendida ô tv para dar problemas essa sony volto a avaliar a tv agora com quase 1 ano e 9 meses de uso voltou a dar defeito agora de vez em quando a imagem fica esverdeada em tudo o que tem fundo escuro vai para a assistência técnica pela 3ª vez ah se eu não tivesse a garantia estendida não comprem esta bomba o que gostei imagem e recursos o que não gostei dá muitos problemas;-1;;;;;;;;;;;;;;;Negativo;
Minha impressora R290 não esta aceitando o próprio cartucho original EPSON e o DESserviço ao cliente informou que não pode trocar o cartucho pq já passou 1 mês da data da compra, ou seja, não posso comprar cartucho reserva para quando acabar já substituir e continuar usando, tenho que esperar acabar para sair e compra o cartucho. Seguem outros problemas das impressoras EPSON DO BRASIL: 1. A impressora so funciona se os 6 cartuchos estiverem carregados, se acabar um cartucho colorido você fica TERMINANTEMENTE PROIBIDO de imprimir uma misera pagina de texto apenas somente com a tinta preta. 2. Como já relatado pelo site Baboo a Epson obriga você a trocar o cartucho mesmo quando o mesmo ainda tem tinta, o sistema de gerenciamento de tinta trava a impressora mesmo com tinta ainda no cartucho 3. Ela não aceita cartuchos que não sejam Epson, tentei instalar um jogo de cartuchos Faber Castel (que não é uma marca qq) e não funcionou, ela dava a seguinte mensagem ?O CARTUCHO É IMCOMPATIVEL, INSTALE UM CARTUCHO COMPATIVEL. A EPSON RECOMENDA CARTUCHOS ORIGINAIS?, ou seja compre o meu que custa 3 vezes o valor dos outros e agora não esta aceitando nem os cartuchos originais! 4. Segundo o manual devo substituir os meus cartucho a cada 6 meses, ou seja 6*R$40=R$240, é isto mesmo a impressora tem 6 cartuchos de R$40, Por isto comprem CANON, HP e outras, menos Epson, fiquei 4 anos com uma impressora Canon e nunca tive problema O que gostei: Imprime quando aceita o cartucho O que não gostei: Não aceita os cartuchos originais;;minha impressora r290 não esta aceitando o próprio cartucho original epson e o desserviço ao cliente informou que não pode trocar o cartucho pq já passou 1 mês da data da compra ou seja não posso comprar cartucho reserva para quando acabar já substituir e continuar usando tenho que esperar acabar para sair e compra o cartucho seguem outros problemas das impressoras epson do brasil 1 a impressora so funciona se os 6 cartuchos estiverem carregados se acabar um cartucho colorido você fica terminantemente proibido de imprimir uma misera pagina de texto apenas somente com a tinta preta 2 como já relatado pelo site baboo a epson obriga você a trocar o cartucho mesmo quando o mesmo ainda tem tinta o sistema de gerenciamento de tinta trava a impressora mesmo com tinta ainda no cartucho 3 ela não aceita cartuchos que não sejam epson tentei instalar um jogo de cartuchos faber castel que não é uma marca qq e não funcionou ela dava a seguinte mensagem o cartucho é imcompativel instale um cartucho compativel a epson recomenda cartuchos originais ou seja compre o meu que custa 3 vezes o valor dos outros e agora não esta aceitando nem os cartuchos originais 4 segundo o manual devo substituir os meus cartucho a cada 6 meses ou seja 6r40r240 é isto mesmo a impressora tem 6 cartuchos de r40 por isto comprem canon hp e outras menos epson fiquei 4 anos com uma impressora canon e nunca tive problema o que gostei imprime quando aceita o cartucho o que não gostei não aceita os cartuchos originais;-1;;;;;;;;;;;;;;;Negativo;
Horrível. Uma decepção total. Perdi R$700,00 nessa porcaria. Uma vergonha da Motorola. Vendo para quem quiser por R$100,00. Melhor, pago uma coca-cola para quem quiser o meu. O que gostei: O design agrada. E só. O que não gostei: É muito pesado. E isso é o de menos. Trava sem nenhum motivo sendo necessário tirar a bateria para conseguir liga-lo novamente. O som é muito baixo, tanto no toque do telefone quanto para ouvir quem está falando do outro lado da linha. O sistema Android pode até ser bom, mas neste celular é uma decepção. A interação com o e-mail do google é uma bagunça só. A cada atualização vc perde contatos ou duplica os que já tem. A bateria tem de ser recarregada todo dia. Se você utilizar a Internet a bateria acaba em menos de 40 minutos. O que seria uma vantagem - a sensibilidade da tela - transforma-se num problema, pois vc aciona coisas que não deseja.;;horrível uma decepção total perdi r700 nessa porcaria uma vergonha da motorola vendo para quem quiser por r100 melhor pago uma cocacola para quem quiser o meu o que gostei o design agrada e só o que não gostei é muito pesado e isso é o de menos trava sem nenhum motivo sendo necessário tirar a bateria para conseguir ligalo novamente o som é muito baixo tanto no toque do telefone quanto para ouvir quem está falando do outro lado da linha o sistema android pode até ser bom mas neste celular é uma decepção a interação com o email do google é uma bagunça só a cada atualização vc perde contatos ou duplica os que já tem a bateria tem de ser recarregada todo dia se você utilizar a internet a bateria acaba em menos de 40 minutos o que seria uma vantagem  a sensibilidade da tela  transformase num problema pois vc aciona coisas que não deseja;-1;;;;;;;;;;;;;;;Negativo;
Pelo que descrevi, apesar de algumas vantagens não me convenceu. O que gostei: preço razoável. boa capacidade de memória. Existe um site do fabricante. O que não gostei: Câmera é só de 2mp (não fala na especificação). Não reproduz vídeo AVI. Bateria é interna. Manual explica muito mal o funcionamento. O cabo usb dele veio com defeito. Achava que o defeito fosse na bateria. Ao testar a carga com um cabo usb meu foi que o player carregou. O que foi pior é que a data não pode ser ajustada. Existe no menu a funcionalidade de ajuste de data, mas ao tentar ajustar, volta para a tela anterior. Baixei o manual do fabricante mas não resolveu.;;pelo que descrevi apesar de algumas vantagens não me convenceu o que gostei preço razoável boa capacidade de memória existe um site do fabricante o que não gostei câmera é só de 2mp não fala na especificação não reproduz vídeo avi bateria é interna manual explica muito mal o funcionamento o cabo usb dele veio com defeito achava que o defeito fosse na bateria ao testar a carga com um cabo usb meu foi que o player carregou o que foi pior é que a data não pode ser ajustada existe no menu a funcionalidade de ajuste de data mas ao tentar ajustar volta para a tela anterior baixei o manual do fabricante mas não resolveu;-1;;;;;;;;;;;;;;;Negativo;
"LENTIDÃO: - Menus lentos e confusos - Demora para mudar de canais. - TV demora 30s p/ ligar. Mesmo após ligar, demora p/ ativar as funções do contr. rem. - Demora a responder aos comandos CONTROLE REMOTO: - Não é luminoso. À noite é difícil encontrar os comandos REPRODUÇÃO DE FILMES PELA USB - Poucos formatos de arquivo suportados - Os formatos suportados não funcionam bem - Ao se tentar adiantar ou voltar o filme, a TV trava e desliga sozinha. Um absurdo. - Na maioria dos filmes, a voz e a imagem não sincronizam. Isto é, a pessoa abre a boca e a voz só aparece 5 segundos depois. Boa p/ surdo-mudos. - A Assist. técnica me disse que o hardware do USB da TV é de uma versão muito antiga. Por isto esta lentidão horrorosa. SOFTWARE - Nem sempre aparece a barra de volume - Às vezes o nome do canal não desaparece - Só consegue mudar de canal prá cima e não prá baixo. - Às vezes liga sem som. GERAL - O closed-caption frequentemente não funciona. - A tela esquenta muito. - Não salva as configurações de imagem feitas. É só desligar a TV que as configurações são perdidas. - Frequentemente quando se assiste às TV&apos;s digitais, a voz fica sem sincronia com a imagem. - Chamei a Assistência aquí em casa e em segredo me disseram que estes modelos novos de TV da PHILIPS são assim mesmo, e que não conseguem acertar os problemas. Dizem que todos que os chamam reclamam das mesmas coisas. - A PHILIPS não respeita mesmo o consumidor brasileiro. Lançar este LIXO no mercado sem efetuar testes. O que gostei: - som O que não gostei: - TV demora p/ ligar. Mesmo depois de ligada, demora p/ reconhecer os comandos do controle remoto. - Menus da TV lentos e confusos. - Filmes pela USB não funcionam bem. - TV digital não funciona bem. A imagem fica sem sincronia com o som. - Software que comanda a TV não funciona direito";;lentidão  menus lentos e confusos  demora para mudar de canais  tv demora 30s p ligar mesmo após ligar demora p ativar as funções do contr rem  demora a responder aos comandos controle remoto  não é luminoso à noite é difícil encontrar os comandos reprodução de filmes pela usb  poucos formatos de arquivo suportados  os formatos suportados não funcionam bem  ao se tentar adiantar ou voltar o filme a tv trava e desliga sozinha um absurdo  na maioria dos filmes a voz e a imagem não sincronizam isto é a pessoa abre a boca e a voz só aparece 5 segundos depois boa p surdomudos  a assist técnica me disse que o hardware do usb da tv é de uma versão muito antiga por isto esta lentidão horrorosa software  nem sempre aparece a barra de volume  às vezes o nome do canal não desaparece  só consegue mudar de canal prá cima e não prá baixo  às vezes liga sem som geral  o closedcaption frequentemente não funciona  a tela esquenta muito  não salva as configurações de imagem feitas é só desligar a tv que as configurações são perdidas  frequentemente quando se assiste às tvaposs digitais a voz fica sem sincronia com a imagem  chamei a assistência aquí em casa e em segredo me disseram que estes modelos novos de tv da philips são assim mesmo e que não conseguem acertar os problemas dizem que todos que os chamam reclamam das mesmas coisas  a philips não respeita mesmo o consumidor brasileiro lançar este lixo no mercado sem efetuar testes o que gostei  som o que não gostei  tv demora p ligar mesmo depois de ligada demora p reconhecer os comandos do controle remoto  menus da tv lentos e confusos  filmes pela usb não funcionam bem  tv digital não funciona bem a imagem fica sem sincronia com o som  software que comanda a tv não funciona direito;-1;;;;;;;;;;;;;;;Negativo;
"Comprei esse produto para o meu filho de presente mas foi uma decepção. O produto é lento demais, o tempo de resposta do touchscreen é lento. vem com pouca memória e ele custa a mesma coisa de um Samsung Galaxy Tab, a diferença é que o Samsung é 1 polegada menor. ele é muito pesado para um tablet de 8 polegadas, meu filho fica cansado se segurar por mais de 10 minutos. Sem contar que veio grátis um livro erótico dentro do tablet, o ""50 tons de cinza"". Achei um absurdo qdo flagrei o meu filho lendo tal conteúdo. câmera dele também é muito ruim, e se você possui uma conta google, ELE NÃO BAIXA APLICATIVOS PELO PLAY STORE DA GOOGLE. Ele só baixa aplicativo da loja de aplicativos da Gradiente que pelo que notei ainda é muito limitada.. tem poucos Apps. não recomendo. O que gostei: Bom peso para papéis O que não gostei: pesado touchscreen lento sinal da internet wi-fi ruim pouca memória NÃO ACESSA O GOOGLE PLAY câmera ruim.";;comprei esse produto para o meu filho de presente mas foi uma decepção o produto é lento demais o tempo de resposta do touchscreen é lento vem com pouca memória e ele custa a mesma coisa de um samsung galaxy tab a diferença é que o samsung é 1 polegada menor ele é muito pesado para um tablet de 8 polegadas meu filho fica cansado se segurar por mais de 10 minutos sem contar que veio grátis um livro erótico dentro do tablet o 50 tons de cinza achei um absurdo qdo flagrei o meu filho lendo tal conteúdo câmera dele também é muito ruim e se você possui uma conta google ele não baixa aplicativos pelo play store da google ele só baixa aplicativo da loja de aplicativos da gradiente que pelo que notei ainda é muito limitada tem poucos apps não recomendo o que gostei bom peso para papéis o que não gostei pesado touchscreen lento sinal da internet wifi ruim pouca memória não acessa o google play câmera ruim;-1;;;;;;;;;;;;;;;Negativo;
Meu Pai comprou um Ar condicionado da marca SPRINGER no dia 24/10/2012. Após 2 semanas de uso, verificou que o ar condicionado ligava SOZINHO (!!!). Ele ligou para o telefone 4003-6707 da empresa no dia 9/11/12 e foi indicado a uma Assistência Técnica da Springer chamada Tec Service. Foi então marcada uma visita e o técnico só tinha disponibilidade para uma data dez dias depois da ligação (19/11/12). O técnico veio no dia marcado, olhou o ar condicionado muito superficialmente e informou que teria que trocar uma placa, e que voltaria em poucos dias para fazer o serviço. Porém isso não ocorreu, meu pai esperou 7 dias e nada de noticias do técnico. Voltou a ligar no dia 26/11/12 para a assistência, e depois de esperar muito tempo ao som da musica de espera, expor o problema e o numero de protocolo 1000925681 o atendente disse que a peça havia sido enviada no dia 21/11/12 e que demoraria entre 15 e 20 dias para ser entregue na assistência. Que correspondência leva 20 dias pra sair do RS até o RJ??? Está vindo de Carroça?? Ao reclamar deste prazo de entrega absurdo, o atendente da assistência desligou o telefone. Ainda aguardamos uma resolução, mas é certo que NUNCA MAIS COMPRAREMOS NADA DA MARCA SPRINGER. Que tipo de empresa tem esse tipo de relação no Pós Venda? Verder é fácil, mas na hora que dá problema é só dor de cabeça! Pelo visto não somos apenas nós que temos problemas! Olha a página da Springer no facebook: https://www.facebook.com/pages/springer-carrier/ O que gostei: nao compre O que não gostei: pos venda e um lixo;;meu pai comprou um ar condicionado da marca springer no dia 24102012 após 2 semanas de uso verificou que o ar condicionado ligava sozinho  ele ligou para o telefone 40036707 da empresa no dia 9112 e foi indicado a uma assistência técnica da springer chamada tec service foi então marcada uma visita e o técnico só tinha disponibilidade para uma data dez dias depois da ligação 19112 o técnico veio no dia marcado olhou o ar condicionado muito superficialmente e informou que teria que trocar uma placa e que voltaria em poucos dias para fazer o serviço porém isso não ocorreu meu pai esperou 7 dias e nada de noticias do técnico voltou a ligar no dia 26112 para a assistência e depois de esperar muito tempo ao som da musica de espera expor o problema e o numero de protocolo 100925681 o atendente disse que a peça havia sido enviada no dia 2112 e que demoraria entre 15 e 20 dias para ser entregue na assistência que correspondência leva 20 dias pra sair do rs até o rj está vindo de carroça ao reclamar deste prazo de entrega absurdo o atendente da assistência desligou o telefone ainda aguardamos uma resolução mas é certo que nunca mais compraremos nada da marca springer que tipo de empresa tem esse tipo de relação no pós venda verder é fácil mas na hora que dá problema é só dor de cabeça pelo visto não somos apenas nós que temos problemas olha a página da springer no facebook  o que gostei nao compre o que não gostei pos venda e um lixo;-1;;;;;;;;;;;;;;;Negativo;
Não sei se ainda restam dúvidas mas o produto não atendeu em nada a minha espectativa, comprei-o pelo preço e pelo fato de ter sido divulgado que fazia centrifugação. ora, centrifugar ela centrifuga pois produz um movimento de rotação mas não causa o efeito desejado que é de eliminar o máximo de água possível. acho que pelo que diz o site o produto é totalmente insatisfatório. O que gostei: Não consegui vislumbrar nenhum pró a este produto, e acho que cabe também explicitar que a ***lpa é do site que forneceu uma ionformação incorreta. O que não gostei: Esta máquina não centrifuga, como é divulgado neste site. creio que deveria ser feito um esclarecimento com relação a isso. adquiri o produto iludido por esta propaganda enganosa e acho que o site é responsável por essa divulgação.;;não sei se ainda restam dúvidas mas o produto não atendeu em nada a minha espectativa compreio pelo preço e pelo fato de ter sido divulgado que fazia centrifugação ora centrifugar ela centrifuga pois produz um movimento de rotação mas não causa o efeito desejado que é de eliminar o máximo de água possível acho que pelo que diz o site o produto é totalmente insatisfatório o que gostei não consegui vislumbrar nenhum pró a este produto e acho que cabe também explicitar que a lpa é do site que forneceu uma ionformação incorreta o que não gostei esta máquina não centrifuga como é divulgado neste site creio que deveria ser feito um esclarecimento com relação a isso adquiri o produto iludido por esta propaganda enganosa e acho que o site é responsável por essa divulgação;-1;;;;;;;;;;;;;;;Negativo;
Eu fiquei decepcionado com o aparelho. Além do som baixo tem mais: quando se desliga o aparelho e o liga novamente ele indica que o cartão de memória está lá, mas não se acessa. Para acessar aos dados da memória eu tenho que ligá-lo num computador através do cabo usb, quando então ele passa a reconhecer ao desconectar. Enviei para motorola e este problema não foi resolvido. O problema do som só houve melhora de uns 20%. E aquela maldita página inicial que não se consegue tirar aquele relógio? Resultado: já estou buscando outro aparelho, e não será motorola... O que gostei: Design e funcionalidades O que não gostei: O som com fone de ouvido é extramente baixo, tanto que foi enviado de volta para assistência técnica e não voltou muito diferente.;;eu fiquei decepcionado com o aparelho além do som baixo tem mais quando se desliga o aparelho e o liga novamente ele indica que o cartão de memória está lá mas não se acessa para acessar aos dados da memória eu tenho que ligálo num computador através do cabo usb quando então ele passa a reconhecer ao desconectar enviei para motorola e este problema não foi resolvido o problema do som só houve melhora de uns 20 e aquela maldita página inicial que não se consegue tirar aquele relógio resultado já estou buscando outro aparelho e não será motorola o que gostei design e funcionalidades o que não gostei o som com fone de ouvido é extramente baixo tanto que foi enviado de volta para assistência técnica e não voltou muito diferente;-1;;;;;;;;;;;;;;;Negativo;
Não gostei do produto, só comprei essa máquina pela condição de água quente e ela não alcança a temperatura de 60ºC conforme descrita, chegando só a 44ºC ligado no quente, e quando ligado no morno a água fica fria. Até agora a assistencia técnica nao deu resposta para o problema, já estou aguardando a mais de 1 mês, disseram que passaram pro setor de engenharia e não dão solução. Achei tbm que a roupa fica com muito fiapo. O que não gostei: Não gostei do produto, só comprei essa máquina pela condição de água quente e ela não alcança a temperatura de 60ºC conforme descrita, chegando só a 44ºC ligado no quente, e quando ligado no morno a água fica fria. Até agora a assistencia técnica nao deu resposta para o problema, já estou aguardando a mais de 1 mês, disseram que passaram pro setor de engenharia e não dão solução. Achei tbm que a roupa fica com muito fiapo.;;não gostei do produto só comprei essa máquina pela condição de água quente e ela não alcança a temperatura de 60ºc conforme descrita chegando só a 44ºc ligado no quente e quando ligado no morno a água fica fria até agora a assistencia técnica nao deu resposta para o problema já estou aguardando a mais de 1 mês disseram que passaram pro setor de engenharia e não dão solução achei tbm que a roupa fica com muito fiapo o que não gostei não gostei do produto só comprei essa máquina pela condição de água quente e ela não alcança a temperatura de 60ºc conforme descrita chegando só a 44ºc ligado no quente e quando ligado no morno a água fica fria até agora a assistencia técnica nao deu resposta para o problema já estou aguardando a mais de 1 mês disseram que passaram pro setor de engenharia e não dão solução achei tbm que a roupa fica com muito fiapo;-1;;;;;;;;;;;;;;;Negativo;
Não compre. Dpois, comentando meus problemascom aigas, descobri que quem já teve, nunca mais quer ter uma dessas. O que gostei: Silenciosa, cesto grande e economica O que não gostei: Fora os prós acima, tudo contra. A máqina ao lavar a roupa parece que não escoa toda a sujeira e na hora do enxague com amaciante, essa sujeira + amaciante vira uma gominha encardida que fica ipregnada nas roupas, te forçando a lavar tudo de novo, não sem ntes limpar o cesto manualmente com um pano. Enfim, a assistencia diz que só faz essa manutenção uma única vez, e a próxima é por minha conta. Quando vieram retira a mina máquina, havia mais quatro com mesmo problema no caminhão. Então, não compre esa bomba! A nãoser que você não use amaciante.;;não compre dpois comentando meus problemascom aigas descobri que quem já teve nunca mais quer ter uma dessas o que gostei silenciosa cesto grande e economica o que não gostei fora os prós acima tudo contra a máqina ao lavar a roupa parece que não escoa toda a sujeira e na hora do enxague com amaciante essa sujeira  amaciante vira uma gominha encardida que fica ipregnada nas roupas te forçando a lavar tudo de novo não sem ntes limpar o cesto manualmente com um pano enfim a assistencia diz que só faz essa manutenção uma única vez e a próxima é por minha conta quando vieram retira a mina máquina havia mais quatro com mesmo problema no caminhão então não compre esa bomba a nãoser que você não use amaciante;-1;;;;;;;;;;;;;;;Negativo;
Pouquíssimo tempo após passar a garantia o televisor precisou ser enviado à assistencia técnica pois surgiu um problema em que a tela não exibia imagens. O custo do reparo foi orçado em R$2000,00 e mesmo tendo passado a garantia há 2 ou 3 meses não houve negociação. A assistencia técnica informou que o problema era recorrente em produtos Samsung. Tendo isso em vista e o fato de a marca ter tratado meu problema com desdém quando contactei a fábrica não recomendo e nem compro produtos Samsung, seja ele qual for. Meu televisor continua em casa, pegando pó até que eu o destine ao tipo de lixo correto, local de onde nunca deveria ter saído.;;pouquíssimo tempo após passar a garantia o televisor precisou ser enviado à assistencia técnica pois surgiu um problema em que a tela não exibia imagens o custo do reparo foi orçado em r200 e mesmo tendo passado a garantia há 2 ou 3 meses não houve negociação a assistencia técnica informou que o problema era recorrente em produtos samsung tendo isso em vista e o fato de a marca ter tratado meu problema com desdém quando contactei a fábrica não recomendo e nem compro produtos samsung seja ele qual for meu televisor continua em casa pegando pó até que eu o destine ao tipo de lixo correto local de onde nunca deveria ter saído;-1;;;;;;;;;;;;;;;Negativo;
Produto apresentou vicio de fabricação, com menos de duas semanas de uso. Como comprei um produto novo na loja, quero um produto que pelo menos dentro de um ano, que é a garantia dada pela Samsung, e não um produto ja remendado. O que gostei: A marca Samsung investe pesado em marketing, dando-nos a impressão de boa qualidade em seus produtos. O que não gostei: Comprei o produto no Magazine Luiza, em 20/05, que foi entregue em 23/05. Fiz a instalação em 03/07, e o produto funcionou apenas até 10/07, portanto uma semana apenas. Recorri então à fabrica que mandou a assistência técnica em 15/07 que diagnosticou defeito no painel de controle, que deveria ser substituído. Ponderei que à vista do alto valor pago no produto (R$ 2.199,00), prefiro a troca do produto, pois acho que ele veio com vicio oculto de fabrica, e a Samsung, alega que só pode efetuar o recado. Estou tentando junto ao Magazine Luiza, a devolução do produto, e o cancelamento da compra, porém a resposta só será dada no dia 25/07. Tudo isso após ficar horas no atendimento eletrônico, tanto na Samsung, como na Loja. Haja vista, a pouca qualidade do produto, do péssimo serviço no atendimento, e da falta de comprometimento com a satisfação do cliente, não recomendo o produto.;;produto apresentou vicio de fabricação com menos de duas semanas de uso como comprei um produto novo na loja quero um produto que pelo menos dentro de um ano que é a garantia dada pela samsung e não um produto ja remendado o que gostei a marca samsung investe pesado em marketing dandonos a impressão de boa qualidade em seus produtos o que não gostei comprei o produto no magazine luiza em 2005 que foi entregue em 2305 fiz a instalação em 0307 e o produto funcionou apenas até 1007 portanto uma semana apenas recorri então à fabrica que mandou a assistência técnica em 1507 que diagnosticou defeito no painel de controle que deveria ser substituído ponderei que à vista do alto valor pago no produto r 219900 prefiro a troca do produto pois acho que ele veio com vicio oculto de fabrica e a samsung alega que só pode efetuar o recado estou tentando junto ao magazine luiza a devolução do produto e o cancelamento da compra porém a resposta só será dada no dia 2507 tudo isso após ficar horas no atendimento eletrônico tanto na samsung como na loja haja vista a pouca qualidade do produto do péssimo serviço no atendimento e da falta de comprometimento com a satisfação do cliente não recomendo o produto;-1;;;;;;;;;;;;;;;Negativo;
